Date/time,Pressure[cm],Temperature[°C],2:Spec.cond.[mS/cm]
42921.75,1077.658,28.887,38.328
42921.79,1076.842,28.96,38.336
42921.83,1076.375,29.013,38.332
42921.88,1076.258,29.047,38.32
42921.92,1075.908,29.063,38.324
42921.96,1075.792,29.06,38.324
42922.00,1075.442,29.05,38.312
42922.04,1075.617,29.023,38.328
42922.08,1078.125,28.983,38.328
42922.13,1077.367,28.91,38.344
42922.17,1076.55,28.747,38.308
42922.21,1075.908,28.61,38.292
42922.25,1075.442,28.433,38.224
42922.29,1075.325,28.277,38.18
42922.33,1075.442,28.21,38.184
42922.38,1075.617,28.207,38.184
42922.42,1075.792,28.22,38.192
42922.46,1092.533,28.287,38.48
42922.50,1103.033,28.303,38.5
42922.54,1104.667,28.32,38.516
42922.58,1095.217,28.317,38.504
42922.63,1084.308,28.327,38.5
42922.67,1080.808,28.343,38.508
42922.71,1078.942,28.373,38.488
42922.75,1078.125,28.413,38.468
42922.79,1077.542,28.457,38.452
42922.83,1077.017,28.507,38.476
42922.88,1076.55,28.547,38.46
42922.92,1075.617,28.587,38.436
42922.96,1075.792,28.613,38.416
42923.00,1075.442,28.627,38.424
42923.04,1075.325,28.627,38.424
42923.08,1085.242,28.607,38.484
42923.13,1079.875,28.267,38.396
42923.17,1078.592,28.177,38.312
42923.21,1078.3,28.09,38.3
42923.25,1077.833,28.013,38.296
42923.29,1077.658,27.963,38.308
42923.33,1077.542,27.92,38.34
42923.38,1077.192,27.933,38.32
42923.42,1076.55,27.99,38.324
42923.46,1078.008,28.053,38.336
42923.50,1097.258,28.08,38.468
42923.54,1108.75,28.093,38.492
42923.58,1101.108,28.103,38.492
42923.63,1089.208,28.137,38.508
42923.67,1078.942,28.187,38.5
42923.71,1078.3,28.243,38.496
42923.75,1077.017,28.32,38.468
42923.79,1076.433,28.41,38.452
42923.83,1075.617,28.503,38.468
42923.88,1074.975,28.59,38.444
42923.92,1075.15,28.66,38.448
42923.96,1074.8,28.71,38.428
42924.00,1074.217,28.733,38.404
42924.04,1074.217,28.747,38.404
42924.08,1083.492,28.727,38.44
42924.13,1088.45,28.713,38.512
42924.17,1081.45,28.71,38.496
42924.21,1077.833,28.67,38.468
42924.25,1077.658,28.647,38.48
42924.29,1077.542,28.613,38.44
42924.33,1077.542,28.577,38.44
42924.38,1077.658,28.537,38.428
42924.42,1076.9,28.503,38.428
42924.46,1076.083,28.467,38.392
42924.50,1081.917,28.437,38.408
42924.54,1104.375,28.407,38.496
42924.58,1112.133,28.417,38.524
42924.63,1093.467,28.49,38.532
42924.67,1082.558,28.56,38.524
42924.71,1077.192,28.61,38.52
42924.75,1076.258,28.683,38.496
42924.79,1076.258,28.763,38.496
42924.83,1076.433,28.84,38.452
42924.88,1075.442,28.91,38.432
42924.92,1075.442,28.963,38.396
42924.96,1074.042,29,38.348
42925.00,1073.225,29.013,38.32
42925.04,1073.225,29.007,38.304
42925.08,1073.575,28.987,38.292
42925.13,1085.592,28.933,38.404
42925.17,1083.842,28.923,38.44
42925.21,1077.367,28.883,38.384
42925.25,1077.017,28.83,38.364
42925.29,1076.725,28.773,38.324
42925.33,1077.542,28.703,38.3
42925.38,1077.367,28.613,38.22
42925.42,1077.192,28.517,38.176
42925.46,1076.433,28.47,38.096
42925.50,1075.908,28.463,38.088
42925.54,1094.925,28.45,38.34
42925.58,1105.658,28.433,38.416
